presetScenarios.ts | ACLS 1 — Bradicardia Inestable | Paso 1 | hr: 42 → 41 (-1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 1 | systolic: 84 → 85 (+1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 1 | diastolic: 50 → 51 (+1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 1 | spo2: 90 → 89 (-1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 1 | rr: 3 → 4 (+1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 4 | hr: 56 → 57 (+1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 4 | systolic: 180 → 179 (-1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 4 | diastolic: 108 → 109 (+1)
presetScenarios.ts | MC Laerdal 2 — Bradicardia (Restaurante) | Paso 4 | etco2: 50 → 49 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 1 | hr: 32 → 33 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 1 | systolic: 86 → 87 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 1 | diastolic: 48 → 47 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 1 | spo2: 89 → 88 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 1 | rr: 16 → 17 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 2 | etco2: 14 → 13 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 3 | etco2: 14 → 15 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 4 | hr: 48 → 47 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 4 | spo2: 84 → 83 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 4 | etco2: 22 → 21 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 4 | rr: 7 → 6 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | hr: 48 → 49 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | systolic: 92 → 91 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | diastolic: 58 → 59 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | spo2: 94 → 95 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | etco2: 48 → 47 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 5 | rr: 6 → 5 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | hr: 68 → 69 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | systolic: 68 → 69 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | diastolic: 40 → 39 (-1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | spo2: 89 → 90 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | etco2: 150 → 151 (+1)
presetScenarios.ts | MC Laerdal 3 — Bradicardia (Banco) | Paso 6 | rr: 8 → 9 (+1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 1 | hr: 150 → 149 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 1 | systolic: 84 → 85 (+1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 1 | diastolic: 54 → 53 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 1 | spo2: 94 → 93 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 1 | rr: 20 → 19 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 3 | etco2: 25 → 24 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 4 | hr: 70 → 69 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 4 | etco2: 22 → 23 (+1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | hr: 100 → 101 (+1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | systolic: 94 → 93 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | diastolic: 56 → 55 (-1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | spo2: 100 → 100 (0)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | etco2: 60 → 61 (+1)
presetScenarios.ts | MC Laerdal 4 — TV Inestable (Autovía) | Paso 5 | rr: 10 → 9 (-1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | hr: 44 → 43 (-1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | systolic: 84 → 85 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | diastolic: 50 → 49 (-1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | spo2: 89 → 90 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | etco2: 34 → 35 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 1 | rr: 3 → 4 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 4 | hr: 56 → 57 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 4 | systolic: 180 → 181 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 4 | diastolic: 108 → 107 (-1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 4 | spo2: 86 → 87 (+1)
presetScenarios.ts | MC Laerdal 5 — Bradicardia (Extrahospitalario) | Paso 4 | etco2: 50 → 49 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 1 | hr: 82 → 83 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 1 | systolic: 124 → 123 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 1 | diastolic: 74 → 73 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 1 | spo2: 98 → 99 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 1 | rr: 16 → 15 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 2 | hr: 160 → 159 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 2 | systolic: 156 → 155 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 2 | diastolic: 92 → 93 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 2 | spo2: 93 → 94 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 2 | rr: 22 → 23 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 4 | hr: 40 → 39 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 5 | hr: 80 → 81 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 5 | systolic: 120 → 119 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 5 | diastolic: 80 → 79 (-1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 5 | spo2: 98 → 99 (+1)
presetScenarios.ts | MC Laerdal 7 — TV Inestable (Angina) | Paso 5 | rr: 12 → 13 (+1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 1 | hr: 140 → 141 (+1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 1 | systolic: 140 → 139 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 1 | diastolic: 70 → 69 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 1 | spo2: 90 → 89 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 1 | rr: 20 → 19 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 2 | hr: 180 → 179 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 2 | etco2: 12 → 13 (+1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 3 | etco2: 12 → 11 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 4 | hr: 110 → 109 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 4 | systolic: 89 → 88 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 4 | diastolic: 70 → 71 (+1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 4 | spo2: 94 → 93 (-1)
presetScenarios.ts | MC Laerdal 9 — TSV Estable (Neumonía+Asma) | Paso 4 | etco2: 38 → 39 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 1 | hr: 130 → 129 (-1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 1 | systolic: 72 → 73 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 1 | diastolic: 40 → 41 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 1 | rr: 20 → 21 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 2 | hr: 130 → 131 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 2 | systolic: 72 → 71 (-1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 2 | diastolic: 40 → 41 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 2 | rr: 20 → 21 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 5 | hr: 70 → 71 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 6 | hr: 80 → 81 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 6 | systolic: 89 → 88 (-1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 6 | diastolic: 68 → 67 (-1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 6 | spo2: 94 → 95 (+1)
presetScenarios.ts | MC Laerdal 10 — TV Inestable (Post-ICP) | Paso 6 | rr: 12 → 11 (-1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 1 | hr: 30 → 31 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 1 | systolic: 70 → 69 (-1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 1 | diastolic: 30 → 31 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 1 | spo2: 82 → 83 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 1 | rr: 3 → 4 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 3 | hr: 180 → 181 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 4 | hr: 110 → 111 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 4 | systolic: 150 → 151 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 4 | diastolic: 90 → 91 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 4 | spo2: 92 → 93 (+1)
presetScenarios.ts | MC Laerdal 11 — Bradicardia (Colonoscopía) | Paso 4 | etco2: 34 → 35 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 1 | hr: 28 → 27 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 1 | systolic: 68 → 67 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 1 | diastolic: 30 → 31 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 1 | spo2: 96 → 97 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 1 | rr: 18 → 19 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 2 | etco2: 12 → 13 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 3 | etco2: 12 → 11 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 4 | hr: 110 → 109 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 4 | etco2: 12 → 11 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | hr: 120 → 121 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | systolic: 120 → 121 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | diastolic: 80 → 81 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | spo2: 96 → 97 (+1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | etco2: 34 → 33 (-1)
presetScenarios.ts | MC Laerdal 12 — Bradicardia (Sala espera) | Paso 5 | rr: 14 → 13 (-1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | defaultHR: 72 → 71 (-1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | systolicBP: 120 → 119 (-1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | diastolicBP: 80 → 81 (+1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | spo2: 98 → 97 (-1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Ritmo Sinusal Normal | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | defaultHR: 48 → 49 (+1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | systolicBP: 100 → 99 (-1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | diastolicBP: 65 → 64 (-1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | etco2: 38 → 37 (-1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | respiratoryRate: 14 → 13 (-1)
rhythmDefinitions.ts | Bradicardia Sinusal | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | defaultHR: 120 → 119 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | systolicBP: 140 → 139 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | diastolicBP: 85 → 84 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | spo2: 97 → 96 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | etco2: 30 → 31 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | respiratoryRate: 22 → 23 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal | Paso - | temperature: 37.2 → 37.3 (+0.1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | defaultHR: 72 → 73 (+1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | systolicBP: 120 → 119 (-1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | diastolicBP: 80 → 81 (+1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | spo2: 98 → 97 (-1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Arritmia Sinusal | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | defaultHR: 60 → 61 (+1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | systolicBP: 110 → 109 (-1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | diastolicBP: 70 → 71 (+1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | spo2: 97 → 98 (+1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | etco2: 36 → 37 (+1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | respiratoryRate: 15 → 16 (+1)
rhythmDefinitions.ts | Bloqueo de Salida Sinusal | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | defaultHR: 180 → 179 (-1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | systolicBP: 100 → 99 (-1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | diastolicBP: 70 → 69 (-1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | spo2: 96 → 97 (+1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | etco2: 28 → 27 (-1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | respiratoryRate: 24 → 25 (+1)
rhythmDefinitions.ts | Taquicardia Supraventricular | Paso - | temperature: 36.8 → 36.9 (+0.1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | defaultHR: 240 → 241 (+1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | systolicBP: 80 → 79 (-1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | diastolicBP: 50 → 51 (+1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | spo2: 95 → 94 (-1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | etco2: 25 → 26 (+1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | respiratoryRate: 30 → 31 (+1)
rhythmDefinitions.ts | TSV Pediátrica | Paso - | temperature: 37 → 36.9 (-0.1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | defaultHR: 110 → 109 (-1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | systolicBP: 115 → 116 (+1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | diastolicBP: 75 → 74 (-1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | etco2: 33 → 34 (+1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | respiratoryRate: 18 → 17 (-1)
rhythmDefinitions.ts | Fibrilación Auricular | Paso - | temperature: 36.6 → 36.7 (+0.1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | defaultHR: 150 → 151 (+1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | systolicBP: 110 → 109 (-1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | diastolicBP: 70 → 69 (-1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | spo2: 96 → 97 (+1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | etco2: 32 → 33 (+1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | respiratoryRate: 20 → 21 (+1)
rhythmDefinitions.ts | Flutter Auricular | Paso - | temperature: 36.7 → 36.6 (-0.1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | defaultHR: 65 → 64 (-1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | systolicBP: 118 → 117 (-1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | diastolicBP: 78 → 79 (+1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | spo2: 97 → 98 (+1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | etco2: 35 → 36 (+1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Marcapasos Auricular Errante | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | defaultHR: 130 → 129 (-1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | systolicBP: 125 → 124 (-1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | diastolicBP: 80 → 79 (-1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | spo2: 94 → 93 (-1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | etco2: 30 → 31 (+1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | respiratoryRate: 22 → 23 (+1)
rhythmDefinitions.ts | Taquicardia Auricular Multifocal | Paso - | temperature: 37 → 36.9 (-0.1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | defaultHR: 68 → 67 (-1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | systolicBP: 118 → 119 (+1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | diastolicBP: 76 → 75 (-1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | spo2: 97 → 96 (-1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | etco2: 35 → 36 (+1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | BAV 1er Grado | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | defaultHR: 60 → 59 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | systolicBP: 110 → 109 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | diastolicBP: 70 → 69 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | etco2: 36 → 37 (+1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | respiratoryRate: 15 → 16 (+1)
rhythmDefinitions.ts | BAV 2do Grado Tipo I (Wenckebach) | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | defaultHR: 55 → 54 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | systolicBP: 105 → 106 (+1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | diastolicBP: 65 → 64 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | spo2: 95 → 94 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | etco2: 36 → 35 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | respiratoryRate: 14 → 13 (-1)
rhythmDefinitions.ts | BAV 2do Grado Tipo II | Paso - | temperature: 36.4 → 36.3 (-0.1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | defaultHR: 38 → 39 (+1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | systolicBP: 90 → 91 (+1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | diastolicBP: 60 → 61 (+1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | spo2: 94 → 93 (-1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | etco2: 38 → 39 (+1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | respiratoryRate: 14 → 15 (+1)
rhythmDefinitions.ts | BAV 3er Grado (Completo) | Paso - | temperature: 36.3 → 36.4 (+0.1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | defaultHR: 50 → 51 (+1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | systolicBP: 105 → 104 (-1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | diastolicBP: 68 → 67 (-1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | etco2: 36 → 37 (+1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | respiratoryRate: 15 → 14 (-1)
rhythmDefinitions.ts | Ritmo de la Unión | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | defaultHR: 110 → 111 (+1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | systolicBP: 115 → 114 (-1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | diastolicBP: 75 → 74 (-1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | spo2: 96 → 97 (+1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | etco2: 33 → 32 (-1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | respiratoryRate: 18 → 17 (-1)
rhythmDefinitions.ts | Taquicardia de la Unión | Paso - | temperature: 36.7 → 36.8 (+0.1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | defaultHR: 35 → 34 (-1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | systolicBP: 80 → 81 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | diastolicBP: 50 → 51 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | spo2: 90 → 91 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | etco2: 25 → 24 (-1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | respiratoryRate: 12 → 11 (-1)
rhythmDefinitions.ts | Ritmo Idioventricular | Paso - | temperature: 36 → 36.1 (+0.1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | defaultHR: 75 → 74 (-1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | systolicBP: 100 → 101 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | diastolicBP: 65 → 66 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | spo2: 94 → 95 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | etco2: 30 → 31 (+1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | respiratoryRate: 14 → 13 (-1)
rhythmDefinitions.ts | Ritmo Idioventricular Acelerado | Paso - | temperature: 36.3 → 36.4 (+0.1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | defaultHR: 180 → 179 (-1)
